,formula,A,B,known,vA,vB,rA,rB,lattice,Hf,stability,muB,vol,gap,Ev,dR,dV,EnegA,EnegB,dEneg,gA,gB,pA,pB,Goldschmidt
3246,PmMoO3,Pm,Mo,False,,,1.14,0.62,orthorhombic,-2.631,0.177,0.588,12.787,0.0,2.505,0.5199999999999999,,1.13,2.16,-1.0300000000000002,,6.0,6,5,0.9026895078977203
3247,PmNaO3,Pm,Na,False,,,1.14,1.02,cubic,-1.557,0.861,0.4,12.461,0.0,-2.163,0.11999999999999988,,1.13,0.93,0.19999999999999984,,1.0,6,3,0.7443229275647867
3248,PmNbO3,Pm,Nb,False,,,1.14,0.68,orthorhombic,-2.946,0.139,0.001,12.858,0.0,3.772,0.45999999999999985,,1.13,1.6,-0.4700000000000002,,5.0,6,5,0.8747712756946978
3249,PmNdO3,Pm,Nd,False,,,1.14,0.98,cubic,-2.654,0.994,0.0,17.772,1.156,2.951,0.15999999999999992,,1.13,1.14,-0.010000000000000009,,,6,6,0.757614408414158
3250,PmNiO3,Pm,Ni,False,,,1.14,0.59,orthorhombic,-2.348,-0.014,0.2,10.999,0.0,1.376,0.5499999999999999,,1.13,1.91,-0.78,,10.0,6,4,0.9173277161338994
3251,PmNpO3,Pm,Np,False,,,1.14,0.86,cubic,-2.723,0.856,0.793,17.295,0.0,3.499,0.2799999999999999,,1.13,1.36,-0.2300000000000002,,,6,7,0.8004982428526951
3252,PmOsO3,Pm,Os,False,,,1.14,0.57,cubic,-1.81,0.551,0.002,12.413,0.0,0.818,0.57,,1.13,2.2,-1.0700000000000003,,8.0,6,6,0.9273531556544884
3253,PmPaO3,Pm,Pa,False,,,1.14,0.91,cubic,-2.504,0.729,0.306,17.835,0.0,4.72,0.22999999999999987,,1.13,1.5,-0.3700000000000001,,,6,7,0.7820535828791308
3254,PmPbO3,Pm,Pb,False,,,1.14,0.99,cubic,-1.626,0.83,0.0,15.165,0.0,,0.1499999999999999,,1.13,2.33,-1.2000000000000002,,14.0,6,6,0.7542472332656506
3255,PmPdO3,Pm,Pd,False,,,1.14,0.75,orthorhombic,-2.16,-0.06,0.001,12.489,0.0,0.446,0.3899999999999999,,1.13,2.2,-1.0700000000000003,,10.0,6,5,0.8443066044018478
3256,Pm2O3,Pm,Pm,False,,,1.14,0.97,cubic,-2.742,0.934,0.0,17.285,1.171,3.245,0.16999999999999993,,1.13,1.13,0.0,,,6,6,0.761011782442921
3257,PmPrO3,Pm,Pr,False,,,1.14,0.92,cubic,-2.572,1.054,0.0,18.234,0.965,2.66,0.21999999999999986,,1.13,1.13,0.0,,,6,6,0.7784661811228045
3258,PmPtO3,Pm,Pt,False,,,1.14,0.67,orthorhombic,-2.094,0.093,0.0,12.675,0.0,0.022,0.46999999999999986,,1.13,2.28,-1.15,,10.0,6,6,0.8793037693511471
3259,PmPuO3,Pm,Pu,False,,,1.14,0.83,cubic,-2.419,1.236,0.968,22.161,0.0,-0.823,0.30999999999999994,,1.13,1.28,-0.15000000000000013,,,6,7,0.8119886482524947
3260,PmRbO3,Pm,Rb,False,,,1.14,1.52,cubic,-0.7,1.707,-0.004,16.433,0.0,-2.941,-0.3800000000000001,,1.13,0.82,0.30999999999999994,,1.0,6,5,0.6104518974272352
3261,PmReO3,Pm,Re,False,,,1.14,0.57,cubic,-2.023,0.584,0.166,12.468,0.0,1.125,0.57,,1.13,1.9,-0.77,,7.0,6,6,0.9273531556544884
3262,PmRhO3,Pm,Rh,False,,,1.14,0.61,orthorhombic,-2.361,-0.056,0.0,12.096,0.945,0.503,0.5299999999999999,,1.13,2.28,-1.15,,9.0,6,5,0.907516724517494
3263,PmRuO3,Pm,Ru,False,,,1.14,0.62,orthorhombic,-2.363,0.045,0.199,12.076,0.0,1.345,0.5199999999999999,,1.13,2.2,-1.0700000000000003,,8.0,6,5,0.9026895078977203
3264,PmSbO3,Pm,Sb,False,,,1.14,0.68,cubic,-1.884,0.744,0.0,15.117,0.0,1.667,0.45999999999999985,,1.13,2.05,-0.9199999999999999,,15.0,6,5,0.8747712756946978
3265,PmScO3,Pm,Sc,False,,,1.14,0.75,orthorhombic,-3.754,-0.012,0.0,12.764,4.694,5.29,0.3899999999999999,,1.13,1.36,-0.2300000000000002,,3.0,6,4,0.8443066044018478
3266,PmSiO3,Pm,Si,False,,,1.14,0.4,cubic,-2.682,0.539,0.0,10.493,0.0,4.692,0.7399999999999999,,1.13,1.9,-0.77,,14.0,6,3,1.0223230571371769
3267,PmSmO3,Pm,Sm,False,,,1.14,0.96,cubic,-2.797,0.892,0.0,16.975,1.365,3.393,0.17999999999999994,,1.13,1.17,-0.040000000000000036,,,6,6,0.7644397634449163
3268,PmSnO3,Pm,Sn,False,,,1.14,0.69,cubic,-2.138,0.594,0.0,14.065,0.0,2.569,0.44999999999999996,,1.13,1.96,-0.8300000000000001,,14.0,6,5,0.8702852691526738
3269,PmSrO3,Pm,Sr,False,,,1.14,1.18,cubic,-1.871,1.204,-0.001,16.873,0.0,-2.806,-0.040000000000000036,,1.13,0.95,0.17999999999999994,,2.0,6,5,0.6955148667408664
3270,PmTaO3,Pm,Ta,False,,,1.14,0.68,orthorhombic,-2.948,0.205,0.001,12.709,0.0,3.838,0.45999999999999985,,1.13,1.5,-0.3700000000000001,,5.0,6,6,0.8747712756946978
3271,PmTbO3,Pm,Tb,False,,,1.14,0.84,cubic,-2.871,0.747,0.0,15.929,1.566,4.113,0.29999999999999993,,1.13,1.2,-0.07000000000000006,,,6,6,0.8081220356417684
3272,PmTcO3,Pm,Tc,False,,,1.14,0.6,orthorhombic,-2.49,0.113,0.388,12.267,0.0,1.999,0.5399999999999999,,1.13,1.9,-0.77,,7.0,6,5,0.9123958466923194
3273,PmTeO3,Pm,Te,False,,,1.14,0.77,cubic,-1.571,0.852,0.0,15.35,0.0,1.282,0.3699999999999999,,1.13,2.1,-0.9700000000000002,,16.0,6,5,0.8359883127328639
3274,PmThO3,Pm,Th,False,,,1.14,0.94,cubic,-2.902,0.855,0.077,18.902,0.0,2.636,0.19999999999999996,,1.13,1.3,-0.17000000000000015,,,6,7,0.7713892158398699
3275,PmTiO3,Pm,Ti,False,,,1.14,0.71,orthorhombic,-3.414,-0.015,0.2,11.996,0.0,5.109,0.42999999999999994,,1.13,1.54,-0.41000000000000014,,4.0,6,4,0.8614498857094995
3276,PmTlO3,Pm,Tl,False,,,1.14,1.2,cubic,-1.596,0.711,0.0,15.35,0.0,0.958,-0.06000000000000005,,1.13,2.04,-0.9100000000000001,,13.0,6,6,0.689860274328339
3277,PmTmO3,Pm,Tm,False,,,1.14,0.96,cubic,-3.209,0.595,0.0,14.903,1.964,4.699,0.17999999999999994,,1.13,1.25,-0.1200000000000001,,,6,6,0.7644397634449163
3278,PmUO3,Pm,U,False,,,1.14,0.85,cubic,-2.701,0.856,0.561,16.981,0.0,2.762,0.2899999999999999,,1.13,1.38,-0.25,,,6,7,0.8042920733875422
3279,PmVO3,Pm,V,False,,,1.14,0.64,orthorhombic,-3.216,-0.062,0.4,11.97,1.257,4.295,0.4999999999999999,,1.13,1.63,-0.5,,5.0,6,4,0.8931875130777442
3280,PmWO3,Pm,W,False,,,1.14,0.63,orthorhombic,-2.5,0.318,-0.001,12.385,0.0,2.089,0.5099999999999999,,1.13,2.36,-1.23,,6.0,6,6,0.8979133729352983
3281,PmYO3,Pm,Y,False,,,1.14,0.9,cubic,-3.032,0.71,0.0,15.67,1.881,4.266,0.23999999999999988,,1.13,1.22,-0.09000000000000008,,3.0,6,5,0.7856742013183861
3282,PmYbO3,Pm,Yb,False,,,1.14,0.95,cubic,-2.522,0.72,-0.002,14.013,0.0,-1.352,0.18999999999999995,,1.13,1.1,0.029999999999999805,,,6,6,0.767898766899418
3283,PmZnO3,Pm,Zn,False,,,1.14,0.74,orthorhombic,-2.395,0.103,0.0,11.806,0.0,0.243,0.3999999999999999,,1.13,1.65,-0.52,,12.0,6,4,0.8485281374238569
3284,PmZrO3,Pm,Zr,False,,,1.14,0.72,orthorhombic,-3.348,0.135,0.1,13.409,0.0,4.558,0.41999999999999993,,1.13,1.33,-0.20000000000000018,,4.0,6,5,0.8570991287109666
3285,PrAcO3,Pr,Ac,False,,,1.18,1.12,cubic,-2.418,1.16,0.0,20.551,0.0,1.878,0.05999999999999983,,1.13,1.1,0.029999999999999805,,3.0,6,7,0.7249330025609982
3286,PrAgO3,Pr,Ag,False,3.0,3.0,1.18,0.75,orthorhombic,-1.892,0.009,0.0,13.474,0.0,0.177,0.42999999999999994,0.0,1.13,1.93,-0.8,,11.0,6,5,0.8583783811418786
3287,PrAlO3,Pr,Al,True,3.0,3.0,1.18,0.54,rhombohedral,-3.5,-0.079,0.0,10.784,4.271,6.474,0.6399999999999999,0.0,1.13,1.61,-0.4800000000000002,,13.0,6,3,0.958522525608431
3288,PrAsO3,Pr,As,False,3.0,3.0,1.18,0.58,orthorhombic,-2.345,0.166,0.0,13.485,0.0,2.791,0.6,0.0,1.13,2.18,-1.0500000000000003,,15.0,6,4,0.9376850793995521
3289,PrAuO3,Pr,Au,False,,,1.18,0.93,orthorhombic,-1.934,-0.005,0.0,13.9,0.987,0.1,0.2499999999999999,,1.13,2.54,-1.4100000000000001,,11.0,6,6,0.7878267333767927
3290,PrBO3,Pr,B,False,4.0,2.0,0.96,0.27,cubic,-2.4,0.885,0.0,9.076,2.243,4.889,0.69,2.0,1.13,2.04,-0.9100000000000001,,13.0,6,2,1.0259980746628337
3291,PrBaO3,Pr,Ba,False,,,1.18,1.35,orthorhombic,-2.701,0.263,0.2,19.871,0.0,-3.37,-0.17000000000000015,,1.13,0.89,0.23999999999999988,,2.0,6,6,0.6610500176609868
3292,PrBeO3,Pr,Be,False,,,1.18,0.45,tetragonal,-2.698,0.276,-0.003,10.004,0.0,-0.356,0.73,,1.13,1.57,-0.44000000000000017,,2.0,6,2,1.0089710795878222
3293,PrBiO3,Pr,Bi,False,3.0,3.0,1.18,1.03,cubic,-1.746,0.779,0.0,16.619,0.0,1.423,0.1499999999999999,0.0,1.13,2.02,-0.8900000000000001,,15.0,6,6,0.7534238192555353
3294,PrCaO3,Pr,Ca,False,,,1.18,1.0,cubic,-2.358,0.722,0.2,14.432,0.0,-1.865,0.17999999999999994,,1.13,1.0,0.1299999999999999,,2.0,6,4,0.7634250203960955
3295,PrCdO3,Pr,Cd,False,,,1.18,0.95,orthorhombic,-2.166,0.117,0.0,14.152,0.0,-0.266,0.22999999999999998,,1.13,1.69,-0.56,,12.0,6,5,0.780697079681075
3296,PrCeO3,Pr,Ce,False,3.0,3.0,1.18,1.01,cubic,-2.558,0.99,0.0,18.884,0.881,2.634,0.16999999999999993,0.0,1.13,1.12,0.009999999999999787,,,6,6,0.7600619145793727
3297,PrCoO3,Pr,Co,True,3.0,3.0,1.18,0.61,orthorhombic,-2.415,-0.001,0.0,11.367,1.178,,0.57,0.0,1.13,1.88,-0.75,,9.0,6,4,0.9226420032594522
3298,PrCrO3,Pr,Cr,True,3.0,3.0,1.18,0.62,orthorhombic,-3.104,-0.075,0.6,11.895,2.237,4.766,0.5599999999999999,0.0,1.13,1.66,-0.53,,6.0,6,4,0.9177343330293489
3299,PrCsO3,Pr,Cs,False,,,1.18,1.67,,,,,,,,-0.49,,1.13,0.79,0.33999999999999986,,1.0,6,6,0.5888534287014253
3300,PrCuO3,Pr,Cu,False,3.0,3.0,1.18,0.54,orthorhombic,-2.172,-0.052,0.0,11.27,0.0,1.338,0.6399999999999999,0.0,1.13,1.9,-0.77,,11.0,6,4,0.958522525608431
3301,PrDyO3,Pr,Dy,False,3.0,3.0,1.18,0.91,cubic,-3.123,0.59,0.0,15.805,1.646,4.491,0.2699999999999999,0.0,1.13,1.22,-0.09000000000000008,,,6,6,0.7950878092604498
3302,PrErO3,Pr,Er,False,3.0,3.0,1.18,0.89,orthorhombic,-3.704,0.033,0.0,14.623,4.898,4.728,0.2899999999999999,0.0,1.13,1.24,-0.1100000000000001,,,6,6,0.8024839749279887
3303,PrEuO3,Pr,Eu,False,3.0,3.0,1.18,0.95,cubic,-2.362,0.785,0.141,15.752,0.0,-1.198,0.22999999999999998,0.0,1.13,1.2,-0.07000000000000006,,,6,6,0.780697079681075
3304,PrFeO3,Pr,Fe,True,3.0,3.0,1.18,0.65,orthorhombic,-2.69,-0.077,1.0,12.066,1.048,3.968,0.5299999999999999,0.0,1.13,1.83,-0.7000000000000002,,8.0,6,4,0.9033196576414532
3305,PrGaO3,Pr,Ga,True,3.0,3.0,1.18,0.62,orthorhombic,-2.875,-0.036,0.0,11.788,3.774,4.936,0.5599999999999999,0.0,1.13,1.81,-0.6800000000000002,,13.0,6,4,0.9177343330293489
3306,PrGdO3,Pr,Gd,False,3.0,3.0,1.18,0.94,cubic,-3.016,0.668,0.0,16.368,1.533,4.197,0.24,0.0,1.13,1.2,-0.07000000000000006,,,6,6,0.7842457027705344
3307,PrGeO3,Pr,Ge,False,3.0,3.0,1.18,0.63,orthorhombic,-2.496,0.142,0.0,12.886,0.0,3.236,0.5499999999999999,0.0,1.13,2.01,-0.8799999999999999,,14.0,6,4,0.9128785958175533
3308,PrHfO3,Pr,Hf,False,3.0,3.0,1.18,0.71,orthorhombic,-3.402,0.114,0.0,13.311,0.0,5.113,0.47,0.0,1.13,1.3,-0.17000000000000015,,4.0,6,6,0.8758073838046578
3309,PrHgO3,Pr,Hg,False,,,1.18,1.11,cubic,-1.395,0.575,0.0,15.022,0.0,-0.245,0.06999999999999984,,1.13,2.0,-0.8700000000000001,,12.0,6,6,0.72799179160134
3310,PrHoO3,Pr,Ho,False,3.0,3.0,1.18,0.9,cubic,-3.171,0.554,0.0,15.54,1.831,4.602,0.2799999999999999,0.0,1.13,1.23,-0.10000000000000009,,,6,6,0.7987687713403592
3311,PrInO3,Pr,In,False,3.0,3.0,1.18,0.8,orthorhombic,-2.705,0.005,0.0,13.896,2.989,3.343,0.3799999999999999,0.0,1.13,1.78,-0.6500000000000001,,13.0,6,5,0.837543954415134
3312,PrIrO3,Pr,Ir,False,3.0,3.0,1.18,0.68,orthorhombic,-2.181,0.104,0.0,12.563,0.873,0.203,0.4999999999999999,0.0,1.13,2.2,-1.0700000000000003,,9.0,6,6,0.8893507969562762
3313,PrKO3,Pr,K,False,,,1.18,1.38,orthorhombic,-1.922,0.447,0.4,19.251,0.0,-3.324,-0.19999999999999996,,1.13,0.82,0.30999999999999994,,1.0,6,4,0.6535380856421121
3314,PrLaO3,Pr,La,False,3.0,3.0,1.18,1.03,cubic,-2.68,0.965,0.0,18.627,0.501,2.547,0.1499999999999999,0.0,1.13,1.1,0.029999999999999805,,3.0,6,6,0.7534238192555353
3315,PrLiO3,Pr,Li,False,,,1.18,0.76,orthorhombic,-2.201,0.268,0.4,11.365,0.0,-0.679,0.41999999999999993,,1.13,0.98,0.1499999999999999,,1.0,6,2,0.8541289832154335
3316,PrLuO3,Pr,Lu,True,3.0,3.0,1.18,0.86,orthorhombic,-3.755,0.013,0.0,14.171,5.018,5.041,0.31999999999999995,0.0,1.13,1.27,-0.14000000000000012,,,6,6,0.8138398802335735
3317,PrMgO3,Pr,Mg,False,,,1.18,0.72,orthorhombic,-2.843,0.132,0.2,12.191,0.0,-0.545,0.45999999999999996,,1.13,1.31,-0.18000000000000016,,2.0,6,3,0.8713841141894828
3318,PrMnO3,Pr,Mn,True,3.0,3.0,1.18,0.65,orthorhombic,-2.868,0.002,0.8,12.077,0.0,3.883,0.5299999999999999,0.0,1.13,1.55,-0.42000000000000015,,7.0,6,4,0.9033196576414532
3319,PrMoO3,Pr,Mo,False,3.0,3.0,1.18,0.69,orthorhombic,-2.596,0.189,0.549,13.072,0.0,2.939,0.49,0.0,1.13,2.16,-1.0300000000000002,,6.0,6,5,0.8847900236385516
3320,PrNaO3,Pr,Na,False,,,1.18,1.02,cubic,-1.605,0.766,0.4,12.765,0.0,-1.835,0.15999999999999992,,1.13,0.93,0.19999999999999984,,1.0,6,3,0.7567283096908665
3321,PrNbO3,Pr,Nb,False,3.0,3.0,1.18,0.72,orthorhombic,-2.913,0.193,0.001,13.202,0.0,4.097,0.45999999999999996,0.0,1.13,1.6,-0.4700000000000002,,5.0,6,5,0.8713841141894828
3322,PrNdO3,Pr,Nd,False,3.0,3.0,1.18,0.98,cubic,-2.732,0.866,0.0,17.89,1.091,3.249,0.19999999999999996,0.0,1.13,1.14,-0.010000000000000009,,,6,6,0.7702413152210607
3323,PrNiO3,Pr,Ni,True,3.0,3.0,1.18,0.6,orthorhombic,-2.312,-0.028,0.198,11.169,0.0,1.493,0.58,0.0,1.13,1.91,-0.78,,10.0,6,4,0.9276024441371914
3324,PrNpO3,Pr,Np,False,,,1.18,0.86,cubic,-2.791,0.737,0.786,17.439,0.0,3.565,0.31999999999999995,,1.13,1.36,-0.2300000000000002,,,6,7,0.8138398802335735
3325,PrOsO3,Pr,Os,False,,,1.18,0.57,cubic,-1.849,0.504,0.002,12.572,0.0,1.225,0.61,,1.13,2.2,-1.0700000000000003,,8.0,6,6,0.9428090415820631
3326,PrPaO3,Pr,Pa,False,,,1.18,0.91,cubic,-2.562,0.621,0.299,17.963,0.0,,0.2699999999999999,,1.13,1.5,-0.3700000000000001,,,6,7,0.7950878092604498
3327,PrPbO3,Pr,Pb,False,,,1.18,0.99,cubic,-1.686,0.719,0.0,15.229,0.0,,0.18999999999999995,,1.13,2.33,-1.2000000000000002,,14.0,6,6,0.7668180204867447
3328,PrPdO3,Pr,Pd,False,2.0,4.0,1.18,0.62,orthorhombic,-2.127,0.01,0.001,12.876,0.0,0.75,0.5599999999999999,-2.0,1.13,2.2,-1.0700000000000003,,10.0,6,5,0.9177343330293489
3329,PrPmO3,Pr,Pm,False,,,1.18,0.97,cubic,-2.818,0.808,0.0,17.418,1.093,3.55,0.20999999999999996,,1.13,1.13,0.0,,,6,6,0.7736953121503031
3330,Pr2O3,Pr,Pr,False,3.0,3.0,1.18,0.99,cubic,-2.652,0.924,0.0,18.345,0.91,2.96,0.18999999999999995,0.0,1.13,1.13,0.0,,,6,6,0.7668180204867447
3331,PrPtO3,Pr,Pt,False,,,1.18,0.67,orthorhombic,-2.058,0.078,0.0,13.052,0.0,0.349,0.5099999999999999,,1.13,2.28,-1.15,,10.0,6,6,0.8939588321736662
3332,PrPuO3,Pr,Pu,False,,,1.18,0.83,cubic,-2.825,0.78,0.928,16.812,0.0,2.766,0.35,,1.13,1.28,-0.15000000000000013,,,6,7,0.8255217923900363
3333,PrRbO3,Pr,Rb,False,,,1.18,1.52,orthorhombic,-2.061,0.295,0.0,19.587,1.117,-2.467,-0.3400000000000001,,1.13,0.82,0.30999999999999994,,1.0,6,5,0.6206260957176891
3334,PrReO3,Pr,Re,False,3.0,3.0,1.18,0.63,cubic,-2.061,0.541,0.177,12.642,0.0,1.618,0.5499999999999999,0.0,1.13,1.9,-0.77,,7.0,6,6,0.9128785958175533
3335,PrRhO3,Pr,Rh,True,3.0,3.0,1.18,0.67,orthorhombic,-2.316,-0.06,0.0,12.426,0.708,0.878,0.5099999999999999,0.0,1.13,2.28,-1.15,,9.0,6,5,0.8939588321736662
3336,PrRuO3,Pr,Ru,True,3.0,3.0,1.18,0.68,orthorhombic,-2.32,0.072,0.198,12.405,0.0,1.73,0.4999999999999999,0.0,1.13,2.2,-1.0700000000000003,,8.0,6,5,0.8893507969562762
3337,PrSbO3,Pr,Sb,False,3.0,3.0,1.18,0.76,cubic,-1.946,0.711,0.0,15.329,0.0,1.926,0.41999999999999993,0.0,1.13,2.05,-0.9199999999999999,,15.0,6,5,0.8541289832154335
3338,PrScO3,Pr,Sc,True,3.0,3.0,1.18,0.75,orthorhombic,-3.721,-0.029,0.0,13.073,4.487,5.422,0.42999999999999994,0.0,1.13,1.36,-0.2300000000000002,,3.0,6,4,0.8583783811418786
3339,PrSiO3,Pr,Si,False,3.0,3.0,1.18,0.4,tetragonal,-2.737,0.434,0.001,11.65,0.0,4.673,0.7799999999999999,0.0,1.13,1.9,-0.77,,14.0,6,3,1.03936177475613
3340,PrSmO3,Pr,Sm,False,3.0,3.0,1.18,0.96,cubic,-2.872,0.767,0.0,17.13,1.274,3.759,0.21999999999999997,0.0,1.13,1.17,-0.040000000000000036,,,6,6,0.7771804261689982
3341,PrSnO3,Pr,Sn,False,3.0,3.0,1.18,0.69,cubic,-2.187,0.571,0.0,14.3,0.0,2.737,0.49,0.0,1.13,1.96,-0.8300000000000001,,14.0,6,5,0.8847900236385516
3342,PrSrO3,Pr,Sr,False,,,1.18,1.18,cubic,-1.946,1.078,-0.003,16.936,0.0,-2.307,0.0,,1.13,0.95,0.17999999999999994,,2.0,6,5,0.7071067811865475
3343,PrTaO3,Pr,Ta,False,3.0,3.0,1.18,0.72,orthorhombic,-2.914,0.311,0.0,13.054,0.0,4.18,0.45999999999999996,0.0,1.13,1.5,-0.3700000000000001,,5.0,6,6,0.8713841141894828
3344,PrTbO3,Pr,Tb,False,3.0,3.0,1.18,0.92,cubic,-2.941,0.628,0.0,16.073,1.649,4.361,0.2599999999999999,0.0,1.13,1.2,-0.07000000000000006,,,6,6,0.7914406174748513
3345,PrTcO3,Pr,Tc,False,,,1.18,0.6,orthorhombic,-2.451,0.103,0.39,12.616,0.0,2.453,0.58,,1.13,1.9,-0.77,,7.0,6,5,0.9276024441371914
3346,PrTeO3,Pr,Te,False,2.0,4.0,1.18,0.97,cubic,-1.633,0.809,0.0,15.529,0.0,1.546,0.20999999999999996,-2.0,1.13,2.1,-0.9700000000000002,,16.0,6,5,0.7736953121503031
3347,PrThO3,Pr,Th,False,,,1.18,0.94,cubic,-2.963,0.771,0.057,18.96,0.0,3.52,0.24,,1.13,1.3,-0.17000000000000015,,,6,7,0.7842457027705344
3348,PrTiO3,Pr,Ti,True,3.0,3.0,1.18,0.67,orthorhombic,-3.382,-0.033,0.194,12.264,0.0,5.31,0.5099999999999999,0.0,1.13,1.54,-0.41000000000000014,,4.0,6,4,0.8939588321736662
3349,PrTlO3,Pr,Tl,False,3.0,3.0,1.18,0.89,orthorhombic,-2.214,0.043,0.0,14.972,1.132,1.197,0.2899999999999999,0.0,1.13,2.04,-0.9100000000000001,,13.0,6,6,0.8024839749279887
3350,PrTmO3,Pr,Tm,False,3.0,3.0,1.18,0.88,orthorhombic,-3.729,0.025,0.0,14.447,5.007,4.856,0.29999999999999993,0.0,1.13,1.25,-0.1200000000000001,,,6,6,0.8062339000444746
3351,PrUO3,Pr,U,False,3.0,3.0,1.18,1.03,cubic,-2.754,0.752,0.546,16.999,0.0,2.997,0.1499999999999999,0.0,1.13,1.38,-0.25,,,6,7,0.7534238192555353
3352,PrVO3,Pr,V,True,3.0,3.0,1.18,0.64,orthorhombic,-3.18,-0.077,0.4,12.254,1.333,4.458,0.5399999999999999,0.0,1.13,1.63,-0.5,,5.0,6,4,0.9080739716290399
3353,PrWO3,Pr,W,False,3.0,3.0,1.18,0.66,orthorhombic,-2.469,0.386,0.001,12.729,0.0,2.545,0.5199999999999999,0.0,1.13,2.36,-1.23,,6.0,6,6,0.8986148677579041
3354,PrYO3,Pr,Y,False,3.0,3.0,1.18,0.9,cubic,-3.1,0.593,0.0,15.797,2.003,4.454,0.2799999999999999,0.0,1.13,1.22,-0.09000000000000008,,3.0,6,5,0.7987687713403592
3355,PrYbO3,Pr,Yb,True,3.0,3.0,1.18,0.87,cubic,-2.584,0.608,0.064,14.208,0.0,-1.033,0.30999999999999994,0.0,1.13,1.1,0.029999999999999805,,,6,6,0.8100190357254347
3356,PrZnO3,Pr,Zn,False,,,1.18,0.74,orthorhombic,-2.361,0.087,0.0,12.082,0.0,0.43,0.43999999999999995,,1.13,1.65,-0.52,,12.0,6,4,0.8626702730475879
3357,PrZrO3,Pr,Zr,False,3.0,3.0,1.18,0.72,orthorhombic,-3.32,0.152,0.167,13.899,0.0,4.757,0.45999999999999996,0.0,1.13,1.33,-0.20000000000000018,,4.0,6,5,0.8713841141894828
3358,PtAcO3,Pt,Ac,False,,,0.67,1.12,orthorhombic,-1.849,0.289,0.0,15.994,0.0,-7.392,-0.45000000000000007,,2.28,1.1,1.1799999999999997,10.0,3.0,6,7,0.5734101208781667
3359,PtAgO3,Pt,Ag,False,,,0.67,0.95,cubic,0.763,1.313,0.536,12.835,0.0,-7.469,-0.2799999999999999,,2.28,1.93,0.34999999999999987,10.0,11.0,6,5,0.6175185917149487
3360,PtAlO3,Pt,Al,False,,,0.67,0.54,cubic,-1.139,0.841,0.307,9.896,0.0,-1.32,0.13,,2.28,1.61,0.6699999999999997,10.0,13.0,6,3,0.7581756042722426
3361,PtAsO3,Pt,As,False,,,0.67,0.52,cubic,-0.136,0.941,0.322,11.036,0.0,0.004,0.15000000000000002,,2.28,2.18,0.09999999999999964,10.0,15.0,6,4,0.7666944312865375
3362,PtAuO3,Pt,Au,False,,,0.67,0.93,cubic,0.766,1.304,0.469,13.191,0.0,-5.476,-0.26,,2.28,2.54,-0.26000000000000023,10.0,11.0,6,6,0.6231580309086926
3363,PtBO3,Pt,B,False,,,0.67,0.27,cubic,-0.159,1.5,0.086,8.0,0.0,-1.088,0.4,,2.28,2.04,0.23999999999999977,10.0,13.0,6,2,0.8919712991438149
3364,PtBaO3,Pt,Ba,False,,,0.67,1.35,orthorhombic,-1.432,0.173,0.0,18.95,0.88,-12.328,-0.68,,2.28,0.89,1.3899999999999997,10.0,2.0,6,6,0.5228797270843052
3365,PtBeO3,Pt,Be,False,,,0.67,0.45,cubic,-0.554,1.077,0.001,8.348,0.0,-3.844,0.22000000000000003,,2.28,1.57,0.7099999999999997,10.0,2.0,6,2,0.798079583444466
3366,PtBiO3,Pt,Bi,False,,,0.67,0.9,cubic,0.027,1.157,0.286,14.589,0.0,-4.385,-0.22999999999999998,,2.28,2.02,0.2599999999999998,10.0,15.0,6,6,0.6318130035602022
3367,PtCaO3,Pt,Ca,False,,,0.67,1.0,rhombohedral,-1.463,0.38,-0.001,14.441,0.544,-10.427,-0.32999999999999996,,2.28,1.0,1.2799999999999998,10.0,2.0,6,4,0.6038566759690428
3368,PtCdO3,Pt,Cd,False,,,0.67,0.95,cubic,0.584,1.549,0.591,13.814,0.0,-9.196,-0.2799999999999999,,2.28,1.69,0.5899999999999999,10.0,12.0,6,5,0.6175185917149487
3369,PtCeO3,Pt,Ce,False,,,0.67,0.94,cubic,-0.525,1.584,0.607,18.596,0.0,-7.929,-0.2699999999999999,,2.28,1.12,1.1599999999999997,10.0,,6,6,0.6203254944045621
3370,PtCoO3,Pt,Co,False,,,0.67,0.63,cubic,0.018,1.042,0.387,10.077,0.0,-4.105,0.040000000000000036,,2.28,1.88,0.3999999999999999,10.0,9.0,6,4,0.7220720040688025
3371,PtCrO3,Pt,Cr,False,,,0.67,0.58,cubic,-0.692,0.897,0.003,10.807,0.0,-0.677,0.09000000000000008,,2.28,1.66,0.6199999999999999,10.0,6.0,6,4,0.7416935259184982
3372,PtCsO3,Pt,Cs,False,,,0.67,1.67,orthorhombic,-0.823,0.18,0.2,22.346,0.0,,-0.9999999999999999,,2.28,0.79,1.4899999999999998,10.0,1.0,6,6,0.4657734087679307
3373,PtCuO3,Pt,Cu,False,,,0.67,0.68,cubic,0.3,1.067,0.378,10.365,0.0,-4.74,-0.010000000000000009,,2.28,1.9,0.3799999999999999,10.0,11.0,6,4,0.7034619008711529
3374,PtDyO3,Pt,Dy,False,,,0.67,0.99,cubic,-0.88,1.393,0.603,16.025,0.0,-6.575,-0.31999999999999995,,2.28,1.22,1.0599999999999998,10.0,,6,6,0.6065404834177941
3375,PtErO3,Pt,Er,False,,,0.67,0.89,cubic,-0.947,1.349,0.6,15.557,0.0,-6.18,-0.21999999999999997,,2.28,1.24,1.0399999999999998,10.0,,6,6,0.6347516686930403
